sgRNAID	sgRNA_position_in_gene	GCcontent
NCgl0011_29	0.116465863454	47.8260869565
NCgl0011_68	0.273092369478	78.2608695652
NCgl0011_75	0.301204819277	73.9130434783
NCgl0011_86	0.345381526104	69.5652173913
NCgl0011_95	0.381526104418	60.8695652174
NCgl0011_101	0.40562248996	56.5217391304
NCgl0011_128	0.5140562249	60.8695652174
NCgl0010_123	0.465909090909	60.8695652174
NCgl0010_196	0.742424242424	52.1739130435
NCgl0010_218	0.825757575758	65.2173913043
NCgl0010_233	0.882575757576	43.4782608696
NCgl0010_234	0.886363636364	39.1304347826
NCgl0017_92	0.10538373425	78.2608695652
NCgl0017_166	0.190148911798	60.8695652174
NCgl0017_255	0.292096219931	47.8260869565
NCgl0017_344	0.394043528064	47.8260869565
NCgl0017_440	0.504009163803	56.5217391304
NCgl0017_505	0.578465063001	60.8695652174
NCgl0017_570	0.652920962199	56.5217391304
NCgl0017_659	0.754868270332	60.8695652174
NCgl0017_745	0.853379152348	43.4782608696
NCgl0017_839	0.961053837342	39.1304347826
NCgl0016_13	0.0314009661836	43.4782608696
NCgl0016_82	0.19806763285	65.2173913043
NCgl0016_136	0.328502415459	43.4782608696
NCgl0016_157	0.37922705314	60.8695652174
NCgl0016_177	0.427536231884	47.8260869565
NCgl0016_232	0.56038647343	65.2173913043
NCgl0016_244	0.589371980676	52.1739130435
NCgl0016_279	0.673913043478	60.8695652174
NCgl0016_296	0.714975845411	52.1739130435
NCgl0016_316	0.763285024155	60.8695652174
NCgl0015_16	0.0178372352285	56.5217391304
NCgl0015_21	0.0234113712375	52.1739130435
NCgl0015_66	0.0735785953177	65.2173913043
NCgl0015_169	0.188405797101	56.5217391304
NCgl0015_283	0.315496098105	56.5217391304
NCgl0015_371	0.413600891862	65.2173913043
NCgl0015_460	0.512820512821	60.8695652174
NCgl0015_618	0.688963210702	39.1304347826
NCgl0015_746	0.831661092531	56.5217391304
NCgl0015_850	0.947603121516	47.8260869565
NCgl0014_34	0.0366774541532	52.1739130435
NCgl0014_75	0.0809061488673	56.5217391304
NCgl0014_200	0.215749730313	60.8695652174
NCgl0014_285	0.307443365696	43.4782608696
NCgl0014_424	0.457389428263	43.4782608696
NCgl0014_509	0.549083063646	56.5217391304
NCgl0014_630	0.679611650485	73.9130434783
NCgl0014_733	0.790722761597	60.8695652174
NCgl0014_825	0.88996763754	56.5217391304
NCgl0014_905	0.976267529666	60.8695652174
NCgl0019_13	0.0349462365591	65.2173913043
NCgl0019_34	0.0913978494624	47.8260869565
NCgl0019_87	0.233870967742	47.8260869565
NCgl0019_109	0.293010752688	56.5217391304
NCgl0019_144	0.387096774194	56.5217391304
NCgl0019_179	0.481182795699	60.8695652174
NCgl0019_201	0.540322580645	60.8695652174
NCgl0019_239	0.64247311828	65.2173913043
NCgl0019_266	0.715053763441	65.2173913043
NCgl0019_345	0.927419354839	60.8695652174
NCgl0018_24	0.0313725490196	47.8260869565
NCgl0018_105	0.137254901961	56.5217391304
NCgl0018_212	0.277124183007	60.8695652174
NCgl0018_277	0.362091503268	47.8260869565
NCgl0018_342	0.447058823529	52.1739130435
NCgl0018_418	0.546405228758	69.5652173913
NCgl0018_511	0.667973856209	65.2173913043
NCgl0018_603	0.788235294118	52.1739130435
NCgl0018_670	0.875816993464	60.8695652174
NCgl0018_731	0.955555555556	65.2173913043
NCgl0054_8	0.013468013468	52.1739130435
NCgl0054_16	0.026936026936	47.8260869565
NCgl0054_26	0.043771043771	43.4782608696
NCgl0054_142	0.239057239057	47.8260869565
NCgl0054_218	0.367003367003	65.2173913043
NCgl0054_272	0.457912457912	65.2173913043
NCgl0054_339	0.570707070707	56.5217391304
NCgl0054_417	0.70202020202	52.1739130435
NCgl0054_488	0.821548821549	60.8695652174
NCgl0054_554	0.93265993266	52.1739130435
NCgl0005_41	0.0199513381995	56.5217391304
NCgl0005_75	0.036496350365	56.5217391304
NCgl0005_76	0.0369829683698	56.5217391304
NCgl0005_192	0.0934306569343	56.5217391304
NCgl0005_511	0.248661800487	43.4782608696
NCgl0005_788	0.383454987835	56.5217391304
NCgl0005_1059	0.515328467153	60.8695652174
NCgl0005_1342	0.65304136253	69.5652173913
NCgl0005_1599	0.778102189781	60.8695652174
NCgl0005_1901	0.925060827251	47.8260869565
NCgl0075_17	0.0136217948718	52.1739130435
NCgl0075_18	0.0144230769231	47.8260869565
NCgl0075_53	0.0424679487179	39.1304347826
NCgl0075_134	0.107371794872	69.5652173913
NCgl0075_308	0.246794871795	78.2608695652
NCgl0075_492	0.394230769231	43.4782608696
NCgl0075_695	0.556891025641	60.8695652174
NCgl0075_837	0.670673076923	52.1739130435
NCgl0075_1029	0.824519230769	43.4782608696
NCgl0075_1214	0.972756410256	69.5652173913
NCgl0079_11	0.0112820512821	56.5217391304
NCgl0079_12	0.0123076923077	56.5217391304
NCgl0079_24	0.0246153846154	60.8695652174
NCgl0079_27	0.0276923076923	47.8260869565
NCgl0079_69	0.0707692307692	69.5652173913
NCgl0079_271	0.277948717949	52.1739130435
NCgl0079_422	0.432820512821	30.4347826087
NCgl0079_578	0.592820512821	65.2173913043
NCgl0079_707	0.725128205128	52.1739130435
NCgl0079_906	0.929230769231	73.9130434783
NCgl0020_160	0.160642570281	60.8695652174
NCgl0020_223	0.223895582329	39.1304347826
NCgl0020_304	0.305220883534	60.8695652174
NCgl0020_395	0.396586345382	78.2608695652
NCgl0020_477	0.478915662651	56.5217391304
NCgl0020_590	0.592369477912	56.5217391304
NCgl0020_687	0.689759036145	47.8260869565
NCgl0020_790	0.793172690763	56.5217391304
NCgl0020_892	0.895582329317	60.8695652174
NCgl0020_956	0.95983935743	43.4782608696
NCgl0074_302	0.207988980716	60.8695652174
NCgl0074_408	0.280991735537	52.1739130435
NCgl0074_551	0.379476584022	65.2173913043
NCgl0074_666	0.45867768595	52.1739130435
NCgl0074_806	0.555096418733	65.2173913043
NCgl0074_923	0.635674931129	60.8695652174
NCgl0074_996	0.685950413223	60.8695652174
NCgl0074_1136	0.782369146006	65.2173913043
NCgl0074_1295	0.891873278237	69.5652173913
NCgl0074_1423	0.980027548209	52.1739130435
NCgl0073_6	0.0175438596491	69.5652173913
NCgl0073_10	0.0292397660819	56.5217391304
NCgl0073_27	0.0789473684211	52.1739130435
NCgl0073_57	0.166666666667	60.8695652174
NCgl0073_87	0.254385964912	60.8695652174
NCgl0073_128	0.374269005848	65.2173913043
NCgl0073_176	0.514619883041	47.8260869565
NCgl0073_210	0.614035087719	69.5652173913
NCgl0073_251	0.733918128655	60.8695652174
NCgl0073_295	0.862573099415	60.8695652174
NCgl0069_31	0.0338797814208	56.5217391304
NCgl0069_38	0.0415300546448	60.8695652174
NCgl0069_41	0.0448087431694	65.2173913043
NCgl0069_47	0.0513661202186	60.8695652174
NCgl0069_169	0.184699453552	60.8695652174
NCgl0069_263	0.287431693989	52.1739130435
NCgl0069_389	0.425136612022	56.5217391304
NCgl0069_519	0.567213114754	60.8695652174
NCgl0069_695	0.75956284153	60.8695652174
NCgl0069_800	0.874316939891	52.1739130435
NCgl0061_50	0.111111111111	60.8695652174
NCgl0061_83	0.184444444444	52.1739130435
NCgl0061_107	0.237777777778	43.4782608696
NCgl0061_145	0.322222222222	43.4782608696
NCgl0061_198	0.44	60.8695652174
NCgl0061_288	0.64	43.4782608696
NCgl0061_325	0.722222222222	43.4782608696
NCgl0061_367	0.815555555556	56.5217391304
NCgl0061_400	0.888888888889	65.2173913043
NCgl0061_425	0.944444444444	52.1739130435
NCgl0076_20	0.0647249190939	52.1739130435
NCgl0076_115	0.37216828479	60.8695652174
NCgl0076_135	0.436893203883	56.5217391304
NCgl0076_169	0.546925566343	52.1739130435
NCgl0076_172	0.556634304207	47.8260869565
NCgl0076_211	0.68284789644	56.5217391304
NCgl0076_227	0.734627831715	60.8695652174
NCgl0076_243	0.78640776699	60.8695652174
NCgl0076_263	0.851132686084	52.1739130435
NCgl0076_274	0.886731391586	43.4782608696
NCgl0052_5	0.00669344042838	56.5217391304
NCgl0052_8	0.0107095046854	43.4782608696
NCgl0052_18	0.0240963855422	34.7826086957
NCgl0052_124	0.165997322624	60.8695652174
NCgl0052_210	0.281124497992	65.2173913043
NCgl0052_289	0.38688085676	52.1739130435
NCgl0052_402	0.538152610442	60.8695652174
NCgl0052_505	0.676037483266	69.5652173913
NCgl0052_563	0.753681392236	65.2173913043
NCgl0052_651	0.871485943775	73.9130434783
NCgl0081_41	0.0491606714628	52.1739130435
NCgl0081_80	0.0959232613909	52.1739130435
NCgl0081_171	0.205035971223	56.5217391304
NCgl0081_259	0.310551558753	60.8695652174
NCgl0081_348	0.41726618705	47.8260869565
NCgl0081_441	0.528776978417	47.8260869565
NCgl0081_535	0.641486810552	52.1739130435
NCgl0081_590	0.707434052758	60.8695652174
NCgl0081_678	0.812949640288	60.8695652174
NCgl0081_778	0.932853717026	43.4782608696
NCgl0066_6	0.00408163265306	52.1739130435
NCgl0066_11	0.00748299319728	52.1739130435
NCgl0066_21	0.0142857142857	56.5217391304
NCgl0066_56	0.0380952380952	60.8695652174
NCgl0066_92	0.0625850340136	73.9130434783
NCgl0066_323	0.219727891156	56.5217391304
NCgl0066_569	0.387074829932	73.9130434783
NCgl0066_815	0.554421768707	60.8695652174
NCgl0066_1040	0.707482993197	69.5652173913
NCgl0066_1280	0.87074829932	69.5652173913
NCgl0067_62	0.0374396135266	47.8260869565
NCgl0067_63	0.0380434782609	47.8260869565
NCgl0067_179	0.10809178744	65.2173913043
NCgl0067_365	0.220410628019	60.8695652174
NCgl0067_561	0.338768115942	73.9130434783
NCgl0067_757	0.457125603865	52.1739130435
NCgl0067_933	0.563405797101	78.2608695652
NCgl0067_1174	0.708937198068	56.5217391304
NCgl0067_1380	0.833333333333	56.5217391304
NCgl0067_1607	0.970410628019	52.1739130435
NCgl0062_13	0.0100076982294	47.8260869565
NCgl0062_25	0.0192455735181	52.1739130435
NCgl0062_35	0.0269438029253	56.5217391304
NCgl0062_40	0.0307929176289	52.1739130435
NCgl0062_86	0.0662047729022	60.8695652174
NCgl0062_297	0.228637413395	60.8695652174
NCgl0062_519	0.399538106236	65.2173913043
NCgl0062_767	0.590454195535	56.5217391304
NCgl0062_991	0.762894534257	60.8695652174
NCgl0062_1209	0.930715935335	73.9130434783
NCgl0063_7	0.010101010101	39.1304347826
NCgl0063_14	0.020202020202	39.1304347826
NCgl0063_52	0.0750360750361	52.1739130435
NCgl0063_137	0.197691197691	60.8695652174
NCgl0063_199	0.287157287157	52.1739130435
NCgl0063_273	0.393939393939	60.8695652174
NCgl0063_331	0.477633477633	60.8695652174
NCgl0063_401	0.578643578644	56.5217391304
NCgl0063_476	0.686868686869	65.2173913043
NCgl0063_544	0.784992784993	47.8260869565
NCgl0060_4	0.00356506238859	43.4782608696
NCgl0060_33	0.0294117647059	60.8695652174
NCgl0060_128	0.114081996435	73.9130434783
NCgl0060_284	0.25311942959	47.8260869565
NCgl0060_427	0.380570409982	52.1739130435
NCgl0060_563	0.501782531194	69.5652173913
NCgl0060_686	0.611408199643	47.8260869565
NCgl0060_855	0.762032085561	60.8695652174
NCgl0060_975	0.868983957219	60.8695652174
NCgl0060_1080	0.96256684492	43.4782608696
NCgl0057_63	0.0747330960854	52.1739130435
NCgl0057_160	0.189798339265	69.5652173913
NCgl0057_230	0.272835112693	47.8260869565
NCgl0057_308	0.365361803084	56.5217391304
NCgl0057_374	0.443653618031	52.1739130435
NCgl0057_460	0.545670225386	52.1739130435
NCgl0057_546	0.64768683274	73.9130434783
NCgl0057_654	0.775800711744	69.5652173913
NCgl0057_712	0.844602609727	47.8260869565
NCgl0057_801	0.950177935943	69.5652173913
NCgl0048_78	0.164556962025	60.8695652174
NCgl0048_100	0.210970464135	43.4782608696
NCgl0048_187	0.394514767932	52.1739130435
NCgl0048_202	0.426160337553	52.1739130435
NCgl0048_246	0.518987341772	43.4782608696
NCgl0048_249	0.525316455696	39.1304347826
NCgl0048_299	0.630801687764	65.2173913043
NCgl0048_394	0.831223628692	39.1304347826
NCgl0048_425	0.896624472574	56.5217391304
NCgl0048_451	0.951476793249	39.1304347826
NCgl0049_17	0.0115410726409	56.5217391304
NCgl0049_36	0.0244399185336	60.8695652174
NCgl0049_37	0.0251188051595	56.5217391304
NCgl0049_38	0.0257976917855	52.1739130435
NCgl0049_77	0.0522742701969	60.8695652174
NCgl0049_310	0.210454854039	65.2173913043
NCgl0049_565	0.383570943652	56.5217391304
NCgl0049_793	0.538357094365	52.1739130435
NCgl0049_1002	0.680244399185	52.1739130435
NCgl0049_1301	0.883231500339	60.8695652174
NCgl0064_8	0.00580973129993	47.8260869565
NCgl0064_16	0.0116194625999	39.1304347826
NCgl0064_24	0.0174291938998	43.4782608696
NCgl0064_42	0.0305010893246	56.5217391304
NCgl0064_203	0.147421931736	60.8695652174
NCgl0064_396	0.287581699346	60.8695652174
NCgl0064_662	0.480755265069	65.2173913043
NCgl0064_916	0.665214233842	60.8695652174
NCgl0064_1133	0.822803195352	56.5217391304
NCgl0064_1329	0.9651416122	60.8695652174
NCgl0065_30	0.077519379845	47.8260869565
NCgl0065_98	0.25322997416	52.1739130435
NCgl0065_125	0.322997416021	47.8260869565
NCgl0065_146	0.377260981912	56.5217391304
NCgl0065_155	0.400516795866	56.5217391304
NCgl0065_216	0.558139534884	65.2173913043
NCgl0065_245	0.633074935401	65.2173913043
NCgl0065_259	0.669250645995	52.1739130435
NCgl0065_276	0.713178294574	56.5217391304
NCgl0065_329	0.850129198966	52.1739130435
NCgl0044_33	0.0243362831858	65.2173913043
NCgl0044_65	0.0479351032448	65.2173913043
NCgl0044_138	0.101769911504	43.4782608696
NCgl0044_330	0.243362831858	60.8695652174
NCgl0044_527	0.388643067847	56.5217391304
NCgl0044_695	0.512536873156	52.1739130435
NCgl0044_889	0.655604719764	56.5217391304
NCgl0044_996	0.734513274336	43.4782608696
NCgl0044_1148	0.846607669617	47.8260869565
NCgl0044_1328	0.979351032448	56.5217391304
NCgl0045_131	0.281720430108	78.2608695652
NCgl0045_142	0.305376344086	73.9130434783
NCgl0045_156	0.335483870968	60.8695652174
NCgl0045_173	0.372043010753	65.2173913043
NCgl0045_178	0.382795698925	60.8695652174
NCgl0045_207	0.445161290323	69.5652173913
NCgl0045_221	0.475268817204	56.5217391304
NCgl0045_255	0.548387096774	60.8695652174
NCgl0045_296	0.636559139785	73.9130434783
NCgl0045_299	0.643010752688	65.2173913043
NCgl0046_42	0.0484429065744	47.8260869565
NCgl0046_85	0.0980392156863	56.5217391304
NCgl0046_189	0.217993079585	39.1304347826
NCgl0046_232	0.267589388697	52.1739130435
NCgl0046_339	0.391003460208	52.1739130435
